type,date(yyyyMMddHHmmss),author,latitude,longitude, location,major_event,sentiment,message
mbdata,2.01401E+13,KronosQuoth,,,,,,You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,All our dreams can come true if we have the courage to pursue them.  #POKRally #HI
mbdata,2.01401E+13,zengardener,,,,,,RT @AbilaPost Despite being advised to avoid the area the crowd has continued to grow around the standoff #AbilaPost
mbdata,2.01401E+13,FriendsOfKronos,,,,,,i know lets get close to the terrorists #POK
mbdata,2.01401E+13,megaMan,,,,,,kid ran off...said hes taking pictures to sell to the press  #TAG
ccdata,2.01401E+13,,,,644 S. Honoliau St,,,NARCOTIC ACTIVITY-REPORT
mbdata,2.01401E+13,KronosQuoth,,,,,,"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea.#POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"You can do anything, but not everything.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,The distance between insanity and genius is measured only by success.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,You become what you believe.  #KronosStar #POKRally
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,so bored & so scared ive never felt like this before #standoff
mbdata,2.01401E+13,megaMan,,,,,,more talk - think van guys are trying to work a deal to leave #TAG
mbdata,2.01401E+13,Officia1AbilaPost,,,,,,The latest news behind the #GAStech #mystery.  smad.co.kronos/cbcje9q
mbdata,2.01401E+13,KronosQuoth,,,,,,You measure the size of the accomplishment by the obstacles you had to overcome to reach your goals.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,An unexamined life is not worth living.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,An unexamined life is not worth living.  #KronosStar #POKRally
mbdata,2.01401E+13,FriendsOfKronos,,,,,,stand off dragging on are they debating how stufpid the terrorists are? #POK
mbdata,2.01401E+13,megaMan,,,,,,cops aren't buying it #TAG
mbdata,2.01401E+13,vetsRock,,,,,,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,vetsRock,,,,,,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,electricAvenue,,,,,,RT @AbilaPost Despite being advised to avoid the area the crowd has continued to grow around the standoff #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,"Life is not measured by the number of breaths we take, but by the moments that take our breath away.  #KronosStar #POKRally"
mbdata,2.01401E+13,megaMan,,,,,,police moving people back - kid jujst got caught #TAG
mbdata,2.01401E+13,carjunkers,,,,,,"This is NUTS, I swear I'm getting 100s of followers from this program!! Check it followers.kronos/getpeople #abila #followers"
mbdata,2.01401E+13,KronosQuoth,,,,,,A person who never made a mistake never tried anything new.  #KronosStar #POKRally
mbdata,2.01401E+13,rnbwBrite,,,,,,RT @megaMan more talk - think van guys are trying to work a deal to leave #TAG
mbdata,2.01401E+13,NewsOnlineToday,,,,,,Abila fire is under control. #NewsOnline
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,i wish this was over i can barely even type anthing #standoff
mbdata,2.01401E+13,FriendsOfKronos,,,,,,no deal with terrorists #POK
mbdata,2.01401E+13,protoGuy,,,,,,i wonder what the cops are offering the van dude to get him to give up
mbdata,2.01401E+13,AbilaPost,,,,,,Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost
mbdata,2.01401E+13,lordWally,,,,,,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,rnbwBrite,,,,,,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,BlueVelvet,,,,,,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,pinky,,,,,,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,KronosStar,,,,,,The top floors of the building have collapsed. #KronosStar #DancingDolphinFire
mbdata,2.01401E+13,AbilaPost,,,,,,the top floors have collapsed into the first floor?#AbilaPost
mbdata,2.01401E+13,HomelandIlluminations,,,,,,Top floors of building have collapsed. #HI
mbdata,2.01401E+13,hempRules,,,,,,What caused the #fire?? Anybody hurt?
mbdata,2.01401E+13,Sara_Nespola,,,,,,this takes a lot longer in real life than it does in the movies #hostage
ccdata,2.01401E+13,,,,3103 N. Alamanas St,,,ALARM-SECURE NO CRIME
mbdata,2.01401E+13,KronosQuoth,,,,,,Eighty percent of success is showing up.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"To live a creative life, we must lose our fear of being wrong.  #POKRally #HI"
mbdata,2.01401E+13,vonneka,,,,,,RT @megaMan police moving people back - kid jujst got caught #TAG
mbdata,2.01401E+13,KronosQuoth,,,,,,"If the wind will not serve, take to the oars.  #KronosStar #POKRally"
mbdata,2.01401E+13,CentralBulletin,,,,,,top floors of Dancing Dolphin have collapsed #Abila #CentralBulletin
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,why dont the cops do anything? save us pls! #APD #standoff
mbdata,2.01401E+13,megaMan,,,,,,no change  #slowdown #TAG
mbdata,2.01401E+13,wireHead1122,,,,,,RT @NewsOnlineToday Abila fire is under control. #NewsOnline
mbdata,2.01401E+13,pinky,,,,,,RT @AbilaPost Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost
mbdata,2.01401E+13,BlueVelvet,,,,,,RT @FriendsOfKronos stand off dragging on are they debating how stufpid the terrorists are? #POK
mbdata,2.01401E+13,sarajane,,,,,,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,muppiesRock,,,,,,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,dolls4sale,,,,,,RT @AbilaPost Despite being advised to avoid the area the crowd has continued to grow around the standoff #AbilaPost
mbdata,2.01401E+13,lordWally,,,,,,RT @AbilaPost Despite being advised to avoid the area the crowd has continued to grow around the standoff #AbilaPost
mbdata,2.01401E+13,dtennent,,,,,,RT @AbilaPost Despite being advised to avoid the area the crowd has continued to grow around the standoff #AbilaPost
mbdata,2.01401E+13,stolkfair,,,,,,RT @AbilaPost the top floors have collapsed into the first floor?#AbilaPost
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,arent swat suppposed to be the tough buys that swoop in & save the day? what are they waiting for? were trapped!
mbdata,2.01401E+13,brontes_riff,,,,,,Lots of sitting. What's the matter communications down with the evil overlord?
mbdata,2.01401E+13,KronosQuoth,,,,,,Things work out best for those who make the best of how things work out.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"Take up one idea. Make that one idea your life -- think of it, dream of it, live on that idea.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,You can't connect the dots looking forward; you can only connect them looking backwards. #POKRally #HI
mbdata,2.01401E+13,maskedWoman101,,,,,,free iThing contest click here contest.kronos/freeiThing  #abila #iThing
ccdata,2.01401E+13,,,,Niovis St / N. Aveny St,,,PROWLER
mbdata,2.01401E+13,panopticon,,,,,,this standoff is going nowhere do they have hostages or someothing?
mbdata,2.01401E+13,KronosQuoth,,,,,,I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,If you are not willing to risk the usual you will have to settle for the ordinary.  #POKRally #HI
mbdata,2.01401E+13,cminvestments11,,,,,,Have you heard millions of people are making $5k+/Mo from home? heres how...workAthome.kronos/scam #kronos #abilajobs
mbdata,2.01401E+13,pinky,,,,,,RT @Officia1AbilaPost The latest news behind the #GAStech #mystery.  smad.co.kronos/cbcje9q
mbdata,2.01401E+13,worldWatcher,,,,,,RT @NewsOnlineToday Abila fire is under control. #NewsOnline
mbdata,2.01401E+13,dragonRider1,,,,,,RT @NewsOnlineToday Abila fire is under control. #NewsOnline
mbdata,2.01401E+13,wiseWords,,,,,,RT @NewsOnlineToday Abila fire is under control. #NewsOnline
mbdata,2.01401E+13,henri,,,,,,RT @AbilaPost Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost
mbdata,2.01401E+13,electricAvenue,,,,,,RT @AbilaPost Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost
mbdata,2.01401E+13,henri,,,,,,RT @AbilaPost the top floors have collapsed into the first floor?#AbilaPost
mbdata,2.01401E+13,KronosStar,,,,,,AFD says the building isn't safe to re-enter.  They will fight the fire from the outside only now. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,HomelandIlluminations,,,,,,No word on condition of injured firefighter sent to hospital. #HI
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,why is this taking so long? im starting to feel sick #standoff
mbdata,2.01401E+13,protoGuy,,,,,,this is takign 4ever why dont they shoot him?
mbdata,2.01401E+13,megaMan,,,,,,ha - two of the SWAT guys just walked by and didn't notice me.  #lucky #TAG
mbdata,2.01401E+13,panopticon,,,,,,heading around the corner to get a better look
mbdata,2.01401E+13,roger_roger,,,,,,still here
mbdata,2.01401E+13,KronosStar,,,,,,AFD has summoned three additional fire units to help control the blaze. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,AbilaPost,,,,,,#AFD is requesting additional trucks to @dancingdolphin fire #AbilaPost
mbdata,2.01401E+13,HomelandIlluminations,,,,,,Additional fire units have been dispatched to Dancing Dolphin fire. #HI
mbdata,2.01401E+13,GreyCatCollectibles,,,,,,oh my oh my oh my. Everything is gone! What will be come of us?
mbdata,2.01401E+13,kingWilly,,,,,,Q: How many #AFD does it take to put out a fire? A: more than this! #dancingdolphinfire
mbdata,2.01401E+13,praise111,,,,,,Praying that calmer hearts and minds prevail #AbilaPrays
mbdata,2.01401E+13,luvwool,,,,,,"Actually, that's a pretty nice #blackvan. Nice window tint job."
mbdata,2.01401E+13,MarcusDrymiau,,,,,,can't believe people in here are moving TOWARDS the danger #shooter #stupid
ccdata,2.01401E+13,,,,4001 N. Arbete St,,,SUBJECT STOP
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Few things can help an individual more than to place responsibility on him, and to let him know that you trust him.   #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,The starting point of all achievement is desire.  #POKRally #HI
mbdata,2.01401E+13,jgrobannne,,,,,,RT @truccotrucco so bored & so scared ive never felt like this before #standoff
mbdata,2.01401E+13,dolls4sale,,,,,,RT @NewsOnlineToday Abila fire is under control. #NewsOnline
mbdata,2.01401E+13,electricAvenue,,,,,,RT @truccotrucco i wish this was over i can barely even type anthing #standoff
mbdata,2.01401E+13,teresaJ,,,,,,RT @protoGuy i wonder what the cops are offering the van dude to get him to give up
mbdata,2.01401E+13,brandonL,,,,,,RT @AbilaPost Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost
mbdata,2.01401E+13,jgrobannne,,,,,,RT @AbilaPost Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost
mbdata,2.01401E+13,lindyT,,,,,,RT @AbilaPost Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost
mbdata,2.01401E+13,blueSunshine,,,,,,RT @AbilaPost Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost
mbdata,2.01401E+13,soup4u,,,,,,RT @AbilaPost the top floors have collapsed into the first floor?#AbilaPost
mbdata,2.01401E+13,lindyT,,,,,,RT @AbilaPost #AFD is requesting additional trucks to @dancingdolphin fire #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,"Build your own dreams, or someone else will hire you to build theirs.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Try not to become a person of success, but rather try to become a person of value.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,Intuition influences your own observations #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally
mbdata,2.01401E+13,gardener4958,,,,,,RT @megaMan no change  #slowdown #TAG
mbdata,2.01401E+13,stolkfair,,,,,,RT @NewsOnlineToday Abila fire is under control. #NewsOnline
mbdata,2.01401E+13,brain448,,,,,,RT @AbilaPost Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,im sick im tired just wan to run out of here!
mbdata,2.01401E+13,vetsRock,,,,,,RT @AbilaPost the top floors have collapsed into the first floor?#AbilaPost
mbdata,2.01401E+13,kedits,,,,,,One of the top diseases- help us cure it! diseasefund.kronos/payus #abila #cancer
mbdata,2.01401E+13,KronosQuoth,,,,,,"Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice.  #POKRally #HI"
mbdata,2.01401E+13,vetsRock,,,,,,RT @KronosStar AFD has summoned three additional fire units to help control the blaze. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,BlueVelvet,,,,,,RT @AbilaPost #AFD is requesting additional trucks to @dancingdolphin fire #AbilaPost
mbdata,2.01401E+13,gardener4958,,,,,,RT @AbilaPost #AFD is requesting additional trucks to @dancingdolphin fire #AbilaPost
mbdata,2.01401E+13,worldWatcher,,,,,,"RT @luvwool Actually, that's a pretty nice #blackvan. Nice window tint job."
mbdata,2.01401E+13,KronosQuoth,,,,,,"Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"We must believe that we are gifted for something, and that this thing, at whatever cost, must be attained.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea.#POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,There are no traffic jams along the extra mile.  #KronosStar #POKRally
mbdata,2.01401E+13,slamrjamr,,,,,,RT @truccotrucco im sick im tired just wan to run out of here!
mbdata,2.01401E+13,dragonRider1,,,,,,RT @truccotrucco why is this taking so long? im starting to feel sick #standoff
mbdata,2.01401E+13,rrWine,,,,,,RT @panopticon heading around the corner to get a better look
mbdata,2.01401E+13,KronosQuoth,,,,,,It is never too late to be what you might have been.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,Fall seven times and stand up eight.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,The best time to plant a tree was 20 years ago. The second best time is now.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,Success does not consist in never making mistakes but in never making the same one a second time.  #POKRally #HI
mbdata,2.01401E+13,phantomagate,,,,,,RT @GreyCatCollectibles oh my oh my oh my. Everything is gone! What will be come of us?
mbdata,2.01401E+13,KronosQuoth,,,,,,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,Our greatest fear should not be of failure but of succeeding at things in life that don't really matter.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,People rarely succeed unless they have fun in what they are doing.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Little minds are tamed and subdued by misfortune; but great minds rise above it.  #POKRally #HI
mbdata,2.01401E+13,wiseWords,,,,,,RT @KronosStar AFD says the building isn't safe to re-enter.  They will fight the fire from the outside only now. #KronosStar #DancingDolphinFire #AFDHeroes
mbdata,2.01401E+13,dtennent,,,,,,RT @AbilaPost #AFD is requesting additional trucks to @dancingdolphin fire #AbilaPost
mbdata,2.01401E+13,soup4u,,,,,,RT @AbilaPost #AFD is requesting additional trucks to @dancingdolphin fire #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,"Your time is limited, so dont waste it living someone elses life.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"To accomplish great things, we must not only act, but also dream, not only plan, but also believe. #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI"
mbdata,2.01401E+13,Clevvah4Evah,,,,,,How far is Paris from France? #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,"Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI
mbdata,2.01401E+13,InternationalNews,,,,,,Dancing Dolphin Fire has suddeny escalated. #abila #IntNews
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,just poked my head up looks like hundred of people outside #standoff
mbdata,2.01401E+13,megaMan,,,,,,@ben theres a couple hundred at each end of the street no clue how many police here now #TAG
ccdata,2.01401E+13,,,,Vissaraki St / Rist Way,,,TRAFFIC STOP
mbdata,2.01401E+13,KronosQuoth,,,,,,"Your time is limited, so dont waste it living someone elses life.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,The most common way people give up their power is by thinking they dont have any.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,Every child is an artist.  The problem is how to remain an artist once he grows up.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,The two most important days in your life are the day you are born and the day you find out why.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"Do what you can, where you are, with what you have.  #KronosStar #POKRally"
mbdata,2.01401E+13,courage4life,,,,,,RT @InternationalNews Dancing Dolphin Fire has suddeny escalated. #abila #IntNews
mbdata,2.01401E+13,KronosQuoth,,,,,,"Either you run the day, or the day runs you.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,No masterpiece was ever created by a lazy artist. #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"Blessed are the meek, for they shall inherit the earth  #KronosStar #POKRally"
mbdata,2.01401E+13,whiteprotein,,,,,,Artist ? musician? need more followers ? click here  followme.kronos/artists #abila #artists
mbdata,2.01401E+13,KronosQuoth,,,,,,Real difficulties can be overcome; it is only the imaginary ones that are unconquerable.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,The mind is everything. What you think you become.   #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"Whenever you see a successful person you only see the public glories, never the private sacrifices to reach them.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,Non-judgment shapes reckless self-knowledge #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Little minds are tamed and subdued by misfortune; but great minds rise above it.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI"
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,who comes to see this? all i want to do is get out of here! #standoff
mbdata,2.01401E+13,KronosQuoth,,,,,,"Either you run the day, or the day runs you.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,The secret of the universe depends on intrinsic timelessness #POKRally #HI
mbdata,2.01401E+13,meds4realz43,,,,,,Cheap car sales! No questions asked!  cars.kronos/choppers  #abila #vans #cars
mbdata,2.01401E+13,Clevvah4Evah,,,,,,My hand hurts I think I have carpet tunnel #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,If you're going through hell keep going.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,Things work out best for those who make the best of how things work out.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,Life shrinks or expands in proportion to ones courage.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,It does not matter how slowly you go as long as you do not stop.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"Build your own dreams, or someone else will hire you to build theirs.  #KronosStar #POKRally"
mbdata,2.01401E+13,HomelandIlluminations,,,,,,Additional units have arrived at Dancing Dophin fire. #HI
mbdata,2.01401E+13,AbilaAllFaith,,,,,,"Prayers for our sisters and brothers - the injured, the firghtened, and the displaced"
mbdata,2.01401E+13,grlPwrz505,,,,,,fund raiser for homeless kids- supported by #AFD meeting this weekend at the city park #abilaCityPark
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,anybody out there watching the standoff i iwll gladly switch places with you #idiots #standoff
mbdata,2.01401E+13,megaMan,,,,,,Any questions from my new followers? #TAG
mbdata,2.01401E+13,AbilaPost,,,,,,nothing new to report: heavily armed #APD SWAT still in standoff with occupants of black van #AbilaPost
mbdata,2.01401E+13,panopticon,,,,,,cops have cordoned off the area but i got a pretty good view now of the standoff
ccdata,2.01401E+13,,,,N. Parla St / N. Dentro St,,,VANDALISM-REPORT
mbdata,2.01401E+13,KronosQuoth,,,,,,"If youre offered a seat on a rocket ship, dont ask what seat! Just get on.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,Fortune sides with him who dares.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"We must believe that we are gifted for something, and that this thing, at whatever cost, must be attained.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Trust because you are willing to accept the risk, not because it's safe or certain.  #POKRally #HI"
mbdata,2.01401E+13,Clevvah4Evah,,,,,,The rally has peaked my interest! #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI
mbdata,2.01401E+13,carjunkers,,,,,,I recommend this site #abila dates.kronos/clickhere
mbdata,2.01401E+13,KronosQuoth,,,,,,A person who never made a mistake never tried anything new.  #KronosStar #POKRally
mbdata,2.01401E+13,zengardener,,,,,,RT @HomelandIlluminations Additional units have arrived at Dancing Dophin fire. #HI
mbdata,2.01401E+13,stolkfair,,,,,,RT @HomelandIlluminations Additional units have arrived at Dancing Dophin fire. #HI
mbdata,2.01401E+13,jaques,,,,,,RT @HomelandIlluminations Additional units have arrived at Dancing Dophin fire. #HI
mbdata,2.01401E+13,CentralBulletin,,,,,,Abila police SWAT still in stand off #Abila #CentralBulletin
mbdata,2.01401E+13,KronosQuoth,,,,,,Everything youve ever wanted is on the other side of fear.  #KronosStar #POKRally
mbdata,2.01401E+13,reggierockin776,,,,,,Cheap car sales! No questions asked!  cars.kronos/choppers  #abila #vans #cars
mbdata,2.01401E+13,brandonL,,,,,,RT @HomelandIlluminations Additional units have arrived at Dancing Dophin fire. #HI
mbdata,2.01401E+13,brain448,,,,,,RT @HomelandIlluminations Additional units have arrived at Dancing Dophin fire. #HI
mbdata,2.01401E+13,teresaJ,,,,,,"RT @AbilaAllFaith Prayers for our sisters and brothers - the injured, the firghtened, and the displaced"
mbdata,2.01401E+13,FriendsOfKronos,,,,,,stand off continues with POK terrorists
mbdata,2.01401E+13,megaMan,,,,,,@tomish I don't think they could come up behind - I dont see how
mbdata,2.01401E+13,KronosQuoth,,,,,,A person who never made a mistake never tried anything new.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,"To live a creative life, we must lose our fear of being wrong.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,A successful man is one who can lay a firm foundation with the bricks others have thrown at him.  #POKRally #HI
mbdata,2.01401E+13,Clevvah4Evah,,,,,,"In edition, you should always add instead of multiply #POK #Rally #Grammar"
mbdata,2.01401E+13,Clevvah4Evah,,,,,,I want a job 80% mental 30% fiscal #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,"The ones who are crazy enough to think they can change the world, are the ones that do.  #POKRally #HI"
mbdata,2.01401E+13,meds4realz43,,,,,,you r famous now haha  badprofiles.kronos/tacky   #abila #pictures
mbdata,2.01401E+13,phantomagate,,,,,,RT @grlPwrz505 fund raiser for homeless kids- supported by #AFD meeting this weekend at the city park #abilaCityPark
mbdata,2.01401E+13,microBanana,,,,,,RT @AbilaPost nothing new to report: heavily armed #APD SWAT still in standoff with occupants of black van #AbilaPost
mbdata,2.01401E+13,KronosQuoth,,,,,,"Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI"
ccdata,2.01401E+13,,,,5401 N. Hix St,,,ALARM-SECURE NO CRIME
mbdata,2.01401E+13,KronosQuoth,,,,,,A truly rich man is one whose children run into his arms when his hands are empty.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,Little minds are tamed and subdued by misfortune; but great minds rise above it.  #POKRally #HI
mbdata,2.01401E+13,Clevvah4Evah,,,,,,Thats bad I have carpool tunnel #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,The only place where success comes before work is in the dictionary.  #POKRally #HI
mbdata,2.01401E+13,truccotrucco,36.059,24.856,,,,shuoldve stayed at the rally #standoff
mbdata,2.01401E+13,megaMan,,,,,,@tomish besides I think they are trying to talk them down #TAG
mbdata,2.01401E+13,KronosQuoth,,,,,,Do one thing every day that scares you.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,The best revenge is massive success.  #KronosStar #POKRally
mbdata,2.01401E+13,Clevvah4Evah,,,,,,My hand hurts I think I have carpet tunnel #POK #Rally #Grammar
mbdata,2.01401E+13,KronosQuoth,,,,,,"If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally"
mbdata,2.01401E+13,dtennent,,,,,,RT @HomelandIlluminations Additional units have arrived at Dancing Dophin fire. #HI
mbdata,2.01401E+13,stolkfair,,,,,,RT @HomelandIlluminations Additional units have arrived at Dancing Dophin fire. #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,We become what we think about.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,Go confidently in the direction of your dreams.  Live the life you have imagined.  #KronosStar #POKRally
mbdata,2.01401E+13,KronosQuoth,,,,,,Knowledge is being aware of what you can do. Wisdom is knowing when not to do it.  #POKRally #HI
mbdata,2.01401E+13,KronosQuoth,,,,,,"Successful people do what unsuccessful people are not willing to doDon't wish it were easier, wish you were better.  #POKRally #HI"
mbdata,2.01401E+13,yomamma,,,,,,I want to be a firefighter #AFD #fireiscool
mbdata,2.01401E+13,megaMan,,,,,,@lola I hope you didn't see me on TV #layinglow #TAG
mbdata,2.01401E+13,mattdies,,,,,,We just got back from Gelato Galore.  #lucky #blessed
mbdata,2.01401E+13,KronosQuoth,,,,,,"Try not to become a person of success, but rather try to become a person of value.  #POKRally #HI"
mbdata,2.01401E+13,KronosQuoth,,,,,,"Two roads diverged in a wood, and I—I took the one less traveled by, And that has made all the difference.  #KronosStar #POKRally"
mbdata,2.01401E+13,KronosStar,,,,,,"The firemen have turned their hoses onto the surrounding buildings, likely to keep the fire from spreading. #KronosStar #DancingDolphinFire"
